Name,Description,Footprint,Manufacturer,MPN,Storage,Total Stock,URL,Meta-Parts,Lead-Times
"FP-301 3/4"" CR 200'",HEATSHRK FP301 3/4X0.75 1=50PC,,3M,"FP-301 3/4"" CR 200'",,0,https://PARTSBOX.COM/I5SAAQ5HFF4HXGA2P2HXSJEWDVT,,
RCHIP-470K-0603 (RC0603FR-07470KL),RC Series 0603 0.1 W 470 kOhms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,603,Yageo,RC0603FR-07470KL,Office 9,3690,https://PARTSBOX.COM/I1NTDFAESW4JFHATNYTR4XQ5CA1,,
RCHIP-180R-0402 (RC0402FR-07180RL),"SMD Chip Resistor, 180 Ohm, ï¿½ 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose",,Yageo,RC0402FR-07180RL,Office 9,10000,https://PARTSBOX.COM/I2PHB4J17YWHSSA4H6QFB2JRD0Z,,
382  (LINE2),LOCTITE,,mcmaster-carr,,,0,https://PARTSBOX.COM/I0KATY4M106J87AHJX89FXRVSP7,,
STM32F415OGY6TR,STM32 Series 32-bit 1 MB Flash 192 kB RAM ARM Based Microcontroller - WLCSP-90,,STMicroelectronics,STM32F415OGY6TR,shelf2,18,https://PARTSBOX.COM/I7NJNDPQVH0G3Z80S9KP6Q4GAFV,,
MM3Z18VB,MM3Z18VB Series 200 mW 18 V 10 mA Surface Mount Zener Diode - SOD-323F,,onsemi,MM3Z18VB,Office 9,383,https://PARTSBOX.COM/IDMXA94D2JAJF0A6F7X5W9R7HGP,,
HSHRINK-CLEAR-3 (H2P0.50CL25),"HEATSHRINK 1/2"" X 25' CLEAR",,Techflex,H2P0.50CL25,shelf4,1,https://PARTSBOX.COM/IC50CMVP160GP8BWZ09TYZVCWZ3,,
ADS4128IRGZT,"12-Bit, 200-MSPS Analog-to-Digital Converter (ADC) 48-VQFN -40 to 85",,Texas Instruments,ADS4128IRGZT,,0,https://PARTSBOX.COM/I00KNZPMXPWJBBBMPXF78F9NXJ3,,
PFS35-0R02J1,Res 0.02 Ohm 5% 35W TO263 Dpak,,Riedon,PFS35-0R02J1,Parts Kit: ChipSHOUTER SMT,3,https://PARTSBOX.COM/I1HN201AGNJH9EBN0Z1HR0WC3CG,,
NAE-CW308T-STM32F2HWC-AUTO,UFO Target F2 Hardware Crypto AUTO (TESTED),,,,shelf5,1,https://PARTSBOX.COM/IACX6XVRZ4MKFEAA0GEDYJ3KCHT,,
TC233LP32F200NACKXUMA1,MCU 32-bit TriCore RISC 2MB Flash 3.3V Automotive 100-Pin TQFP EP T/R,,Infineon,TC233LP32F200NACKXUMA1,Office 9,56,https://PARTSBOX.COM/ICHNXKV2G5JGXE8DK0NES49S3C5,,
NR6028T4R7M,Inductor Power Shielded Wirewound 4.7uH 20% 100KHz Ferrite 3A 40.3mOhm DCR 2424 T/R,NRS6028,Taiyo Yuden,NR6028T4R7M,Office 9,692,https://PARTSBOX.COM/I9VENTZQKT6KBTAX169BHD40F3G,,
"GTL2003PW,118",GTL2003 Series I2C 8-Bit Bidirectional Low Voltage Translator - TSSOP - 20,,NXP Semiconductors,"GTL2003PW,118",shelf3,4,https://PARTSBOX.COM/I7WVD3X9C4GJ4KAB65B81VNV257,,
Stand offs (91780A021),"FAN BERGEN & LUNA OT (Female Threaded Hex Standoff, Aluminum, 1/8"" Hex, 3/16"" Long, 2-56 Thread)",,,91780A021,shelf3,68,https://PARTSBOX.COM/I0E92VXAE1PG5EB9MR9X6KG3G3X,,
CDCE906PWR,"167-MHz, LVCMOS, programmable 3-PLL clock synthesizer / multiplier / divider 20-TSSOP 0 to 70",,Texas Instruments,CDCE906PWR,,0,https://PARTSBOX.COM/I157XA0Y128HJE941Z18V16K414,CDCE906PW*,
82401646,TVS Diode Array WE-TVS 6-Ch+VDD 5V MSOP8,,Wurth Elektronik,82401646,Parts Kit: ChipSHOUTER SMT,136,https://PARTSBOX.COM/I695FETPY6AGHX97K9EWWABPQ86,,
FDN337N,FDN337 Series 30 V 65 mOhm N-Ch Field Effect Transistor - SSOT-3,,onsemi,FDN337N,shelf3,3663,https://PARTSBOX.COM/I5RV1VQQWCAKSA9193TZYNNJTH6,,
NPCB-CW553_LCD_FRONTPANEL_SPACER_01,CHIPSHOVER,,,,shelf5,185,https://PARTSBOX.COM/IEJSYXJ2VN0HMP8G7ZV3GQNS38N,,
NBOX-WHITE-14X10X6  S-12769 (S-12769),"14 X 10 X 6"" WHITE TAB LOCKING LITERATURE MAILERS",,,S-12769,large storage room,19,https://PARTSBOX.COM/I40SAQC2Z4EGSNB34YAX788EXD0,,
NAE-CW508-HPF0.5,NAE-CW508-HPF0.5,,,,shelf4,1,https://PARTSBOX.COM/I05XXXFMYX6KVJB1DCR2RQ3W0CD,,
STM32F100RCT6BTR,MCU 32-bit STM32F ARM Cortex M3 RISC 256KB Flash 2.5V/3.3V 64-Pin LQFP T/R,,STMicroelectronics,STM32F100RCT6BTR,,0,https://PARTSBOX.COM/I0F0YRD0Q7GH1AAH03G9MG77DJZ,,
GHR-04V-S,1.25 mm Pitch 4 Position Single Row Wire to Board Connector Housing,JST-GH,JST,GHR-04V-S,Office 9,387,https://PARTSBOX.COM/I4HAPC1XFZYGKCBZF8W337YASY7,,
ADS4129IRGZT,"12-Bit, 250-MSPS Analog-to-Digital Converter (ADC) 48-VQFN -40 to 85",,Texas Instruments,ADS4129IRGZT,Office 9,75,https://PARTSBOX.COM/ICNS28NM0N4KDPAZDKF5ZZW4PZ9,,
SN74GTL2003PWR,8-Bit Bidirectional Low-voltage Translator 20-TSSOP -40 to 85,TSSOP-20,Texas Instruments,SN74GTL2003PWR,shelf3,193,https://PARTSBOX.COM/IFMDZMBAKQCG449G1EBQW9MW60C,,
"BGA2801,115",RF Amp Chip Single GP 2.2GHz 3.6V 6-Pin TSSOP T/R,,NXP Semiconductors,"BGA2801,115","Office 9,shelf3",271,https://PARTSBOX.COM/IF31JS767Z4HKH9KEBWHQTWPRDY,,
84-5221.2B20,"E-Stop Pushbutton, 1NC, illuminated LED red, Solder/plug-in, Black Ind. ring | EAO 84-5221.2B20",,EAO Switch,84-5221.2B20,,0,https://PARTSBOX.COM/IBBATNEWXGJH9Q9VYHDNV2DMZSS,,
XC7A100T-1FTG256C,"Artix-7 FPGA, 170 User I/Os, 0 GTP, 256-Ball BGA, Speed Grade 1, Commercial Grade, FTG256, RoHS",,Xilinx,XC7A100T-1FTG256C,Office 9,150,https://PARTSBOX.COM/IDG22JNVNSEKN4BW90JPGPSPSS0,,
JS202011SCQN,JS Series DPDT On-On Gull Wing Surface Mount Subminiature Slide Switch,JS,C&K Components,JS202011SCQN,shelf3,19,https://PARTSBOX.COM/I2M0N509XYGJFS93Q9BC95F8X63,,
ATS-PPS-20,Heatsink Music Wr Spring 4.32MM,,Advanced Thermal Solutions,ATS-PPS-20,shelf3,6,https://PARTSBOX.COM/IEDHE42Y9XAH1ZA0SV0HFVMMZN6,,
CB-SMABNC-01 (29-3855),"SMA to BNC Adapter....( aliexpress).CONN ADAPT SMA PLUG TO BNC JACK (SMA M to BNC F"".)",,,29-3855,shelf4,256,https://PARTSBOX.COM/IBCB8WYANMJGJNBABJ8TSVM77FR,,
NPCB-ATSAML11-02,ATSAML11 UFO TARGET BOARD,,,,shelf5,8,https://PARTSBOX.COM/I76Q1HVPT20K0R9AEK73AE11B0V,,
NAE-HWCRYPTO-PACK1,"A selection of targets with hardware cryptographic features, includes SAM4L, SAM11L, EFR32MG32A, and MK82F",,,,shelf5,1,https://PARTSBOX.COM/IEMYNZK3J0GJ9K954YHZF0N5CSZ,,
4JRED,Red Square Non-Illuminated Snap Fit Pushbutton Switch Cap,,E-Switch,4JRED,shelf2,12,https://PARTSBOX.COM/I3CQ1K2HAAWKQYBW0F9HT8MEVVH,,
CB-USB-AC-6-BLUE (14932),"Usb C 2.0 To Usb A, 6"" Blue",,,14932,,0,https://PARTSBOX.COM/I94EYXG6JX2GHP8YH6JXZDHM2PH,,
NLABEL-CW503,PROBE POWER SUPPLY  LABEL,,,,packaging area,13,https://PARTSBOX.COM/I3TEEDN5BXRHNE9JNNX05WQYE9R,,
NPCB-CW308T-MPC5Y-03,MPC5Y-REV. 3 PCB,,,,,0,https://PARTSBOX.COM/I1WK6WZCEKJKNP9KKTYAVJFRA90,,
CCHIP-680p-0402-50V,CAP CER 680PF 50V NPO 0402,,,,,2086,https://PARTSBOX.COM/I491A3G1CNJJFJ9K5DB9F6PJ1J0,,
NPCB-CW308T-XMEGA-03,Blank PCB for XMEGA UFO Target REV.3,,,,shelf5,608,https://PARTSBOX.COM/IBVVQRMG26MGBXASVPNDMMJ8HTN,,
NPCB-CW308T-PSOC62-00,PROTO,,,,PROTO,12,https://PARTSBOX.COM/I588M8K2QKMKSSA4NR00RJ09YKR,,
W25Q32BVSSIG,32M-bit Serial Flash Memory with uniform 4KB sectors and Dual/Quad SPI,,Winbond,W25Q32BVSSIG,Office 9,10,https://PARTSBOX.COM/IEBAN8ZWRA2GE88G1YF7N5K309G,,
RCHIP-680R-0603 (RC0603FR-07680RL),RC Series 0603 0.1 W 680 Ohms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,603,Yageo,RC0603FR-07680RL,Office 9,932,https://PARTSBOX.COM/I9CPEZ0VJ1EHX69A07J331TMXGV,,
CF14JT51R0,Res Carbon Film 51 Ohm 5% 1/4W -400ppm/°C to 0ppm/°C Conformal AXL Thru-Hole T/R,,Stackpole Electronics,CF14JT51R0,shelf4,1000,https://PARTSBOX.COM/IBQ69XESB74K4SB1SBTPXCSGVGG,,
NPCA-CW1200LCD-05,Front panel PCA for CW1200 (not including LCD mounted),,,,,0,https://PARTSBOX.COM/I8G5R0SVQ6WJCJ8G965WHNZA59Y,,
CCHIP-22n-0603-50V (C0603C223J5RACTU),Cap Ceramic 0.022uF 50V X7R 5% SMD 0603 125°C Paper T/R,,KEMET,C0603C223J5RACTU,Office 9,858,https://PARTSBOX.COM/IB1R529TSCJGW68PJ6YNRVARXD0,,
NAE-CW308T-MPC5748G(),"UFO Target, MPC5748G (TESTED)",,,,,0,https://PARTSBOX.COM/I307M1PXYMAJMRBPDTQC0M7T876,,
NPCB-CW503-FP-03,CW503 Front-Panel,,,,shelf5,150,https://PARTSBOX.COM/I1F18KRNDQWHJ98N92TP6ZAJXJ8,,
205203-8,CONN D-SUB HOUSING RCPT 9POS,,TE Connectivity AMP Connectors,205203-8,,0,https://PARTSBOX.COM/ID0FFCS8SZ6H9J9G5Z2PEW77YYX,,
0603CS-5N1XJLU,"RF inductor, ferrite core, 5% tol, SMT, RoHS",,Coilcraft,0603CS-5N1XJLU,Office 9,220,https://PARTSBOX.COM/I4C3GX0SJDEJANAEXDZV7DNNJ6E,,
NBOX-BROWN-12X10X10 (S-4123),"12 x 10 x 10"" Corrugated Boxes",,,S-4123,large storage room,81,https://PARTSBOX.COM/IA4NKHRRBH0G9KA7WYCR6DSMYE2,,
NPCB-CW507-01,CW305 Linear PSU PCB,,,,shelf5,72,https://PARTSBOX.COM/I2G2HNPFGH4GQJ8X3JZ45ZC9NSN,,
NPCB-PicoEmp,PCB PicoEMP,,,,shelf5,464,https://PARTSBOX.COM/I5MB993V6M4G898VNBVD7951N87,,
POTENTIOMETER KNOB KIT (6 colors per kit),,,,,shelf3,300,https://PARTSBOX.COM/I3HAWFD0GZRGDZ94EHMJ82WK65N,,
IRLML2502TRPBF,Single N-Channel 20 V 0.08 Ohm 12 nC 1.25 W Silicon SMT Mosfet - SOT-23,,Infineon,IRLML2502TRPBF,,0,https://PARTSBOX.COM/I3CB27ZGPDRJHDAADXHJJB5N7X8,,
NCABLE-CW550-XYDRV,ChipShover One Internal Part: Small IDC Cables for connecting driver boards to main board,,,,shelf2,11,https://PARTSBOX.COM/IDWQ3EVN8KPJP8AQTNCST3DN8T9,,
KSC201JLFS,Switch Tactile N.O. SPST Round Button J-Bend 0.05A 32VDC 1VA 1.6N SMD Automotive T/R,,C&K Components,KSC201JLFS,,0,https://PARTSBOX.COM/I3JR6W6QYVMJ8SAZR98WDN27VB2,,
NLABEL_CW520_HDW_ACC,Chipshouter hardware accessories kit,,,,shelf3,30,https://PARTSBOX.COM/I2TEBX70HA6J2AAW239ENGRDNPJ,,
CCHIP-18p-0402-50V (GRM1555C1H180JA01D),Ceramic capacitor SMD 0402 18 pF 50 V 5 % Murata GRM1555C1H180JA01D 10000 pc(s),402,Murata,GRM1555C1H180JA01D,Office 9,10400,https://PARTSBOX.COM/I2ATV5NHSEJHK2800J7Q6799GN3,,
SCREW-4-40-1/4-CAPHEAD (92196A106),4-40x1/4 SHCS UNC 18.8 Stainless Socket Cap Screw,,,92196A106,shelf3,386,https://PARTSBOX.COM/I8JWKB0YY12G6EADX8DKC9A27D7,,
NPCA-CW308T-K82F,K82F ufo target,,,,,0,https://PARTSBOX.COM/ICB5N8B7DD2H0R9ZCE1PWN89VJK,,
CCHIP-2u2-0603-16V (C1608X5R1C225K080AB),C Series 0603 2.2 uF 16 V ±10 % Tolerance X5R SMT Multilayer Ceramic Capacitor,,TDK,C1608X5R1C225K080AB,Office 9,4000,https://PARTSBOX.COM/I26KJTH87TMJ009NFF5N11CBGRY,,
RCHIP-330R-0603 (RC0603FR-07330RL),"Surface Mount Thick Film Resistor, RC Series, 330 ohm, 100 mW, - 1%, 50 V, 0603 [1608 Metric]",0603 330,Yageo,RC0603FR-07330RL,Office 9,2110,https://PARTSBOX.COM/IBQDK20C2SYH3XAWMHHWKZJK4NN,,
219-4MST,Switch DIP ON OFF SPST 4 Raised Slide 0.1A 20VDC Gull Wing 2000Cycles 2.54mm SMD Tube,,CTS Components,219-4MST,shelf4,70,https://PARTSBOX.COM/I7CVDX8YQ8EKVRBRKNNV4C5AYXG,,
NLABEL-CW506-BOTTOM-01,Bottom label for CW506,,,,,0,https://PARTSBOX.COM/I8TYQDM8BETHBPAVWXECBHQVJR1,,
RCHIP-10R-0402 (RC0402FR-0710RL),Res Thick Film 1.0 x 0.5 mm 10 Ohm 1% 0.063W(1/16W) 200ppm/ C Molded SMD Paper T/R,402,Yageo,RC0402FR-0710RL,Office 9,11500,https://PARTSBOX.COM/I3N1QK3C8WRKQFBDXD9BN3BD5VW,,
CT-94EW201,Res Cermet Trimmer 200 Ohm 10% 1/2W 15(Elec)/18(Mech)Turn 2.3mm (9.6 X 4.8 X 10.7mm) Pin Thru-Hole Bulk,,Nidec Copal,CT-94EW201,shelf3,35,https://PARTSBOX.COM/I366N9GG7YPHJFBNEZ1ANZKKE9T,,
10009524,"ZEBRA 2.25"" X 0.75"" Z-SELECT 4000T LABEL - 10009524",,,,packaging area,4,https://PARTSBOX.COM/I6WH5MZHMV6HY59R8MAQBR9PB6S,,
RCHIP-6K2-0603 (RC0603FR-076K2L),Res Thick Film 0603 6.2K Ohm 1% 0.1W(1/10W) ±100ppm/C Epoxy SMD T/R,,Yageo,RC0603FR-076K2L,Office 9,2586,https://PARTSBOX.COM/I0R7PG7YCRWH5485G93BCY096BW,,
NCABLE-CW550-JOY,Chipshover JOY cable,,,,,0,https://PARTSBOX.COM/I5JD81D5ETCKXXAXB73YX1DHEE1,,
NSLEEVE-CWLITE-CLASSIC,CWLITE CLASSIC SLEEVE COVER,,,,packaging area,39,https://PARTSBOX.COM/IEXFQ5GZJPYHPG90Z5XGFBEVH9B,,
ICE40UP5K-UWG30ITR1K,FPGA iCE40 Ultra Family 5280 Cells 40nm Technology 1.2V 30-Pin WLCSP T/R,,Lattice Semiconductor,ICE40UP5K-UWG30ITR1K,Bittele - Consigned Parts,752,https://PARTSBOX.COM/IETRJM9GTNWHYBAKW4K8RPK95J1,,
NPCB-CW308T_CEC1702-02,UFO TARGET BOARD,,,,shelf5,31,https://PARTSBOX.COM/I7PZKK7F9G8J6DAEWZG6SJFEZB9,,
NRF52840-CKAA-R,Bluetooth v5.0 (BLE) SMART SOC IoT 2Mbps 3V 73-Pin AQFN EP T/R,,Nordic Semiconductor,NRF52840-CKAA-R,shelf3,100,https://PARTSBOX.COM/I0M2ZCDW9XCG449YE9JWB58TJHP,,
CDCE906PW,"167-MHz, LVCMOS, programmable 3-PLL clock synthesizer / multiplier / divider 20-TSSOP 0 to 70",,Texas Instruments,CDCE906PW,Office 9,296,https://PARTSBOX.COM/IECW6ADRFM8JHD9Q1CFYWVFB8XY,CDCE906PW*,
RCHIP-620R-0603 (RC0603FR-07620RL),Res Thick Film 1.6 x 0.8 mm 620 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-07620RL,Office 9,3790,https://PARTSBOX.COM/I1Z4EG33B3JG53AP3SFHDBV1V88,,
DA-T268-101E-TR,Heat Sinks HEATSINK FOR TO-268 BLK ANODIZED,,Ohmite,DA-T268-101E-TR,shelf3,94,https://PARTSBOX.COM/I5TYAH2W2NRG9P8AVSDCHTTDHKZ,,
FOD817DSD,DIP4 Surface Mount Single Channel 70 V 5000 Vrms Phototransistor Optocoupler,,onsemi,FOD817DSD,,0,https://PARTSBOX.COM/I6APHC907FYJS6B47BYZDAVYR7B,,
NPCA-CW313-02 proto,20-Pin to CW312 Target board support Rev. 02,,,,PROTO,2,https://PARTSBOX.COM/I8GAVPW0HB6J9VAV3GHSV8QYZW6,,
NPCA-CW522-03,USB INTERFACE (UNTESTED),,,,,0,https://PARTSBOX.COM/IAG6ZZQYCXEKE1B2AT17S9Q6QN1,,
132172,Conn SMA Adapter PL/RCP 0Hz to 18GHz 50Ohm RA Gold,,Amphenol RF,132172,shelf3,8,https://PARTSBOX.COM/ICN0VDMY5V2H1SASAQK9FMQKTQF,,
JUMP-2-BTALL (881545-2),Post Shunt; 2; 3; 1000; Phosphor Bronze; Gold over Nickel; Open Top; Black,,TE Connectivity,881545-2,shelf3,225,https://PARTSBOX.COM/IAXE8W2B5J0HCYARYZWQMBX7KGV,,
SCREW 2-56 X 1/4,SCREW 2-56 X 1/4,,,,shelf3,104,https://PARTSBOX.COM/I4N90272H06KJWAFA4GSVS3ZDRP,,
CSR1206FKR500,Res Thick Film 1206 0.5 Ohm 1% 1/2W ±100ppm/°C Molded SMD SMD Paper T/R,,Stackpole Electronics,CSR1206FKR500,shelf3,86,https://PARTSBOX.COM/I880TNX77SJK05AWBPSE6J20MR7,,
NAE-CW308T-EFR32MG21B,UFO TARGET EFR32MG21B TESTED,,,,shelf4,28,https://PARTSBOX.COM/IA34MY508XCHB291YSJR1MVG2KE,,
NAE-CW305-04-SOCKET-0.10-X,"Artix Socket FPGA Target - 100 mOhm, No VCC",,,,,0,https://PARTSBOX.COM/I5DQ1GAKKHJG7H8XJ16BERHMDZ8,,
502178000,CONN SOCKET 18-24AWG CRIMP TIN,,Molex,502178000,shelf2,4500,https://PARTSBOX.COM/IDNX64HX4GAJPH9PECGS67RA76T,,
DMP1045U-7,P-Channel 12 V 31 mOhm Surface Mount Enhancement Mode Mosfet - SOT-23-3,,Diodes Inc.,DMP1045U-7,Office 9,1165,https://PARTSBOX.COM/IBVYYHDFFKJKF181M8WAC5J2NE4,,
NAE-CW308T-PSOC62_01,Development Boards & Kits - ARM PSoC62 Target for CW308 (TESTED),,,,shelf5,35,https://PARTSBOX.COM/IF41KNZ9414H10AQ3V33BZ68YW4,,
NAE-CW522-02,USB INTERFACE TESTED,,,,,0,https://PARTSBOX.COM/I1CDMFHNWWAJXBAE2NPZ19M2JAX,,
61202023021,WR-BHD 2.54mm Female IDC Connector w Strain Relief,,Wurth Elektronik,61202023021,shelf2,30,https://PARTSBOX.COM/IDQERTVRFXGGEWAF67ZGMF13H5R,,
77195A1     (DOUBLE SIDED TAPE),"TO BE USED UNDERNEATH THE THINNER /THICKER PINK FOAM FOR CHIPSHOUTER...Polypropylene Cloth Mounting Tape, 1"" Wide, 108 Feet Long",,,,,0,https://PARTSBOX.COM/IEN2AQ6K442GCM98ZFFFAZ4PNWH,,
SFMC-104-01-S-D,Headers & Wire Housings .050 Tiger Eye High-Reliability Flexible Pin Count Socket Strip,,Samtec,SFMC-104-01-S-D,shelf3,3,https://PARTSBOX.COM/I6311DGP20PGBMAZWK5XWRT9MAV,,
PJ1-021,"1.65 x 5.15 mm, 5.0 A, Horizontal, Through Hole, Kinked Pins, Dc Power Jack Connector",,CUI Devices,PJ1-021,shelf3,4,https://PARTSBOX.COM/IEQ95FQRDDEGX39R6HT5RTBNMVK,,
NPCA-CW308T-ATSAML11,UFO TARGET ATSAML11 (UNTESTED),,,,,0,https://PARTSBOX.COM/I8C2BT96CKWG189WKKJHMGKBR9Z,,
C3216X7R2A474K160AA,C Series 1206 0.47 uF 100 V ±10 % Tolerance X7R SMT Multilayer Ceramic Capacitor,,TDK,C3216X7R2A474K160AA,Parts Kit: ChipSHOUTER SMT,109,https://PARTSBOX.COM/I5XZFQ53HQPG96AETG6FHEV5TMM,,
ESP32-S2FN4R2,"SMD WI-FI IC, SINGLE-CORE MCU",,Espressif Systems,ESP32-S2FN4R2,Office 9,528,https://PARTSBOX.COM/I2675P0MN8MGKDBTDDF2PPMTZWW,,
ST-LINK/V2,ST-LINK/V2 in-circuit debugger/programmer for STM8 and STM32,,STMicroelectronics,ST-LINK/V2,shelf4,2,https://PARTSBOX.COM/I79FTKTRBAGKFEAKTNAY03EMEMY,,
STANDOFF-3/8-ROUND (3479),Standoff; Threaded; Female; 1/4 Round; 4-40 Thread; .375 L; Alum/Clear Iridite,,Keystone,3479,shelf3,681,https://PARTSBOX.COM/I39RAQXG2ZTJ21BAFMD3K5XABFQ,,
CCSMA-MM-086-8,RF CUSTOM CABLE ASSEMBLY,,Crystek Crystals,CCSMA-MM-086-8,Imported,5,https://PARTSBOX.COM/I8MKK675C2EJF0BBZVZ88BBF3TD,,
ESP32-S2,"SMD WI-FI IC, ESP32-S2, SINGAL-C",QFN-56,Espressif Systems,ESP32-S2,Office 9,500,https://PARTSBOX.COM/I9KY5MRKPMTG909X5MH0Y9K7DNY,,
0603CS-5N1XJLW,"RF inductor, ferrite core, 5% tol, SMT, RoHS",,Coilcraft,0603CS-5N1XJLW,Office 9,100,https://PARTSBOX.COM/I39QD5NJ7TYKDH8JYMQ809ZVNJF,,
RCHIP-1K-0402 (ERJ-2RKF1001X),"Precision resistor, SMD [Panasonic Automotive & Industrial Systems] ERJ2RKF1001X Precision resistor, SMD",402,Panasonic,ERJ-2RKF1001X,Office 9,44,https://PARTSBOX.COM/I01DRH3ZNAYHBV98W1CNY4QW3MP,RCHIP-1K-0402,
CCHIP-100u-1206-6.3V (GRM31CR60J107ME39L),Ceramic capacitor SMD 1206 100 µF 6.3 V 20 % Murata GRM31CR60J107ME39L 2000 pc(s),,Murata,GRM31CR60J107ME39L,"Office 9,shelf3",1277,https://PARTSBOX.COM/I5NVYVQDK76HJY9AZDE8VKA1B0M,,
DA-T268-101E,Heatsink; D3; TO-268; 31 x 12.7 x 10.16mm; Roller Mount Mount,,Ohmite,DA-T268-101E,,0,https://PARTSBOX.COM/I9CCX5SFJC6G0YA3P3RSTWD7M0R,,
NPCA-DIFFPROBE-02 (UNTESTED),Differential Probe (UNTESTED),,,,,0,https://PARTSBOX.COM/I040YFRQ780JMF80W36YNYYBBG4,,
CCHIP-68n-0603-50V (AC0603KRX7R9BB683),AC Series 0603 0.068 pF 50 V ±10% X7R Multilayer Ceramic Capacitor,,Yageo,AC0603KRX7R9BB683,Office 9,7800,https://PARTSBOX.COM/I0SKEPTNJEEKFT9ZHCB6AD5SYAM,,
Q2-Z-QK1-01-6IN-180,"HS KIT 6"" 3/64-1/4"" 180PC",,Qualtek,Q2-Z-QK1-01-6IN-180,shelf4,1,https://PARTSBOX.COM/I19146Q7P48HFEAXEGS8MTHCVQB,,
LT8612EUDE#PBF,Conv DC-DC 3.4V to 42V Step Down Single-Out 0.97V 6A Automotive 28-Pin QFN EP,,Analog Devices,LT8612EUDE#PBF,Office 9,144,https://PARTSBOX.COM/I5TH1J2T78THEE8KQNGJ9RC54ZP,,
BFB03505HHA-C16R,Fan Blower 35X10MM 5VDC,,Delta,BFB03505HHA-C16R,shelf3,78,https://PARTSBOX.COM/IBBWCY5WME2HAK9YW3K3YDCD1DF,,
NAE-CW506-02 (TESTED),Advanced Breakout Board,,,,shelf4,2,https://PARTSBOX.COM/IAB8BG7PFACKHX991BZKF447R34,,
NPCB-CW520-CHIPSHOUTER,PCB for ChipSHOUTER,,,,,0,https://PARTSBOX.COM/IBJ00GQWBHYK54BFQZCTBH5R4PN,,
NPCA-CW308T-EFR32MG21A-S,UFO TARGET EFR32MG21A-socket,,,,,0,https://PARTSBOX.COM/IC73KWWX3YEHENA670YMNX9RQ53,,
ATXMEGA16D4-MH,MCU 8-bit/16-bit XMEGA AVR RISC 16KB Flash 1.8V/2.5V/3.3V 44-Pin VQFN EP,,Microchip,ATXMEGA16D4-MH,"Bittele - Consigned Parts,Office 9",484,https://PARTSBOX.COM/IFC3789518GK3994NXF0NSFHPSJ,,
NLABEL-CWHUSKY TOP,CWHUSKY TOP LABEL,,,,shelf3,138,https://PARTSBOX.COM/IBZCXYBZ2K8JNCBGGVDGSV9VVAM,,
SPL-STATICBAG-10 (D271024),"Moisture Barrier Bag, Heat Seal, 10""x24""; Bag Type:moisture Barrier Bag; Length - Imperial:24""; Length - Metric:609.6Mm; Width - Imperial:10""; Bag Thickness:177.8Μm; Bag Color:silver; Seal Type:heat Seal Rohs Compliant: Na",,SCS,D271024,COMPONENT REPACKING AREA,8,https://PARTSBOX.COM/I6PX8MR80M2JDZ9QFF0H5AAF6JF,,
STM32F071RBT6TR,ARM® Cortex®-M0 series Microcontroller IC 32-Bit Single-Core 48MHz 128KB (128K x 8) FLASH 64-LQFP (10x10),,STMicroelectronics,,,0,https://PARTSBOX.COM/I6FF1QC3H9GKS4BD9MKG6031ZKZ,,
RCHIP-221R-0603 (ERJ-3EKF2210V),Res Thick Film 0603 221 Ohm 1% 1/10W ±100ppm/°C Molded SMD SMD Punched Carrier T/R,,Panasonic,ERJ-3EKF2210V,Office 9,1086,https://PARTSBOX.COM/IEG5CWP74ECJ40BV35HT7R2J0A7,,
74LVC4245APW,Voltage Level Translator 8-CH Bidirectional 24-Pin TSSOP / IC TRANSCVR TRI-ST DL 24TSSOP,,Nexperia,74LVC4245APW,Office 9,500,https://PARTSBOX.COM/IFXBMN28JFJKE1BFXE5WE1WE9M6,,
LEDCHIP_0603_BLUE (APT1608QBC/D),"APT1608QBC/D Blue LED, 465 nm 1608 (0603) Clear, Rectangle Lens SMD package",603,Kingbright,APT1608QBC/D,Office 9,2113,https://PARTSBOX.COM/IANM9J21PFWK8VB7SED46WARFK7,,
RCHIP-5K76-0603 (RC0603FR-075K76L),Res Thick Film 0603 5.76K Ohm 1% 1/10W ±100ppm/°C Molded SMD Paper T/R,,Yageo,RC0603FR-075K76L,Office 9,3500,https://PARTSBOX.COM/I3W95VBV22CJ8389HJY7GYJP8CH,,
NAE-CB520,CP-2100-MODIFIED oscilloscope cable,,,,shelf4,1275,https://PARTSBOX.COM/IAQS7TXZJ8EK0Y8BHX6E98K47N7,,
VEL05US050-UK-BB,Power Supply AC-DC FIXED PLUG ADAPTER 5W USB INPUT,,XP Power,VEL05US050-UK-BB,shelf3,2,https://PARTSBOX.COM/IB8WP0KVRMWHCHBWJ37KPE150JM,,
NSLEEVE-PBSET-PSU-03 (FRONT COVER),PROBE SET with Power Supply KIT SLEEVE COVER,,,,packaging area,9,https://PARTSBOX.COM/IE8DC9KGNKCJRK97H0RMEZWW28X,,
CCHIP-4u7-0805-50V (C2012X5R1H475K125AB),CAP CER 4.7UF 50V X5R 0805,805,TDK,C2012X5R1H475K125AB,Office 9,1248,https://PARTSBOX.COM/ICZQTHSZHARJMH9GF2ZEDPA8VVH,,
